TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,NUMBER_OF_SALES,UNITS_SOLD,HOUR_OF_DAY,DAY_OF_WEEK,TIME_BUCKET,PRODUCT_DETAIL,PRODUCT_TYPE,STORE_LOCATION,PRODUCT_CATEGORY
22.50,1,1,1,08,Thu,morning,Organic Decaf Blend,Organic Beans,Hell's Kitchen,Coffee beans
112.00,4,4,4,08,Thu,morning,I Need My Bean! T-shirt,Clothing,Lower Manhattan,Branded
9.60,12,8,12,09,Thu,morning,Chocolate syrup,Regular syrup,Hell's Kitchen,Flavours
21.00,1,1,1,09,Thu,morning,Ethiopia,Gourmet Beans,Hell's Kitchen,Coffee beans
8.80,11,8,11,09,Thu,morning,Sugar Free Vanilla syrup,Sugar free syrup,Astoria,Flavours
28.00,2,2,2,09,Thu,morning,I Need My Bean! Latte cup,Housewares,Lower Manhattan,Branded
2.40,3,3,3,09,Thu,morning,Hazelnut syrup,Regular syrup,Astoria,Flavours
17.90,2,2,2,10,Thu,morning,Traditional Blend Chai,Chai tea,Hell's Kitchen,Loose Tea
36.56,11,11,11,07,Wed,morning,Cranberry Scone,Scone,Lower Manhattan,Bakery
0.80,1,1,1,19,Wed,evening,Sugar Free Vanilla syrup,Sugar free syrup,Hell's Kitchen,Flavours
72.00,4,4,4,10,Thu,morning,Brazilian - Organic,Organic Beans,Lower Manhattan,Coffee beans
8.80,11,8,11,10,Thu,morning,Hazelnut syrup,Regular syrup,Astoria,Flavours
43.40,14,10,14,10,Thu,morning,Jamaican Coffee River Rg,Premium brewed coffee,Astoria,Coffee
44.00,11,7,11,11,Thu,morning,Morning Sunrise Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
1.60,2,1,2,11,Thu,morning,Carmel syrup,Regular syrup,Lower Manhattan,Flavours
36.00,12,8,12,11,Thu,morning,Columbian Medium Roast Lg,Gourmet brewed coffee,Lower Manhattan,Coffee
14.70,6,4,6,12,Thu,afternoon,Jamaican Coffee River Sm,Premium brewed coffee,Hell's Kitchen,Coffee
18.00,9,5,9,12,Thu,afternoon,Our Old Time Diner Blend Sm,Drip coffee,Lower Manhattan,Coffee
42.00,2,2,2,12,Thu,afternoon,Ethiopia,Gourmet Beans,Lower Manhattan,Coffee beans
22.50,9,5,9,12,Thu,afternoon,Lemon Grass Rg,Brewed herbal tea,Hell's Kitchen,Tea
7.00,2,2,2,12,Thu,afternoon,Chocolate Chip Biscotti,Biscotti,Hell's Kitchen,Bakery
26.25,7,5,7,12,Thu,afternoon,Cappuccino,Barista Espresso,Hell's Kitchen,Coffee
25.00,10,6,10,12,Thu,afternoon,Morning Sunrise Chai Rg,Brewed Chai tea,Astoria,Tea
15.00,1,1,1,13,Thu,afternoon,Columbian Medium Roast,Gourmet Beans,Hell's Kitchen,Coffee beans
6.40,1,1,1,13,Thu,afternoon,Dark chocolate,Drinking Chocolate,Hell's Kitchen,Packaged Chocolate
22.50,9,5,9,13,Thu,afternoon,Lemon Grass Rg,Brewed herbal tea,Hell's Kitchen,Tea
4.00,2,1,2,13,Thu,afternoon,Our Old Time Diner Blend Sm,Drip coffee,Lower Manhattan,Coffee
24.00,8,6,8,13,Thu,afternoon,English Breakfast Lg,Brewed Black tea,Hell's Kitchen,Tea
15.20,2,2,2,13,Thu,afternoon,Sustainably Grown Organic,Organic Chocolate,Hell's Kitchen,Packaged Chocolate
1.60,2,2,2,14,Thu,afternoon,Carmel syrup,Regular syrup,Astoria,Flavours
2.40,3,2,3,14,Thu,afternoon,Sugar Free Vanilla syrup,Sugar free syrup,Astoria,Flavours
4.00,5,4,5,14,Thu,afternoon,Carmel syrup,Regular syrup,Hell's Kitchen,Flavours
17.90,2,2,2,14,Thu,afternoon,Lemon Grass,Herbal tea,Hell's Kitchen,Loose Tea
18.00,1,1,1,15,Thu,afternoon,Brazilian - Organic,Organic Beans,Hell's Kitchen,Coffee beans
2.40,3,2,3,15,Thu,afternoon,Hazelnut syrup,Regular syrup,Hell's Kitchen,Flavours
18.75,5,5,5,15,Thu,afternoon,Chocolate Croissant,Pastry,Hell's Kitchen,Bakery
17.50,5,5,5,15,Thu,afternoon,Chocolate Chip Biscotti,Biscotti,Lower Manhattan,Bakery
25.50,6,5,6,16,Thu,evening,Cappuccino Lg,Barista Espresso,Hell's Kitchen,Coffee
3.20,4,3,4,16,Thu,evening,Hazelnut syrup,Regular syrup,Hell's Kitchen,Flavours
18.00,1,1,1,16,Thu,evening,Our Old Time Diner Blend,House blend Beans,Lower Manhattan,Coffee beans
8.95,1,1,1,16,Thu,evening,Peppermint,Herbal tea,Lower Manhattan,Loose Tea
38.50,11,8,11,16,Thu,evening,Brazilian Lg,Organic brewed coffee,Hell's Kitchen,Coffee
1.60,2,1,2,16,Thu,evening,Chocolate syrup,Regular syrup,Hell's Kitchen,Flavours
2.40,3,2,3,17,Thu,evening,Carmel syrup,Regular syrup,Astoria,Flavours
8.80,4,3,4,18,Thu,evening,Brazilian Sm,Organic brewed coffee,Lower Manhattan,Coffee
11.25,3,3,3,18,Thu,evening,Chocolate Croissant,Pastry,Hell's Kitchen,Bakery
18.00,1,1,1,18,Thu,evening,Brazilian - Organic,Organic Beans,Hell's Kitchen,Coffee beans
12.00,4,3,4,18,Thu,evening,English Breakfast Lg,Brewed Black tea,Lower Manhattan,Tea
10.50,3,3,3,18,Thu,evening,Ginger Biscotti,Biscotti,Lower Manhattan,Bakery
0.80,1,1,1,18,Thu,evening,Carmel syrup,Regular syrup,Astoria,Flavours
22.50,1,1,1,18,Thu,evening,Organic Decaf Blend,Organic Beans,Hell's Kitchen,Coffee beans
15.00,5,5,5,19,Thu,evening,Traditional Blend Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
4.00,5,4,5,19,Thu,evening,Carmel syrup,Regular syrup,Hell's Kitchen,Flavours
18.00,6,6,6,19,Thu,evening,Oatmeal Scone,Scone,Hell's Kitchen,Bakery
17.50,7,4,7,19,Thu,evening,Serenity Green Tea Rg,Brewed Green tea,Hell's Kitchen,Tea
4.00,2,2,2,20,Thu,night,Columbian Medium Roast Sm,Gourmet brewed coffee,Hell's Kitchen,Coffee
5.10,2,1,2,20,Thu,night,Spicy Eye Opener Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
7.50,3,2,3,20,Thu,night,Earl Grey Rg,Brewed Black tea,Hell's Kitchen,Tea
9.00,3,2,3,20,Thu,night,Lemon Grass Lg,Brewed herbal tea,Hell's Kitchen,Tea
5.00,2,1,2,20,Thu,night,Morning Sunrise Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
6.50,2,2,2,20,Thu,night,Hazelnut Biscotti,Biscotti,Hell's Kitchen,Bakery
1.60,2,1,2,20,Thu,night,Sugar Free Vanilla syrup,Sugar free syrup,Hell's Kitchen,Flavours
4.40,2,1,2,20,Thu,night,Brazilian Sm,Organic brewed coffee,Hell's Kitchen,Coffee
15.00,4,2,4,20,Thu,night,Sustainably Grown Organic Rg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
4.50,1,1,1,20,Thu,night,Scottish Cream Scone ,Scone,Hell's Kitchen,Bakery
14.00,4,3,4,20,Thu,night,Brazilian Lg,Organic brewed coffee,Hell's Kitchen,Coffee
53.32,4,4,4,07,Fri,morning,Chili Mayan,Drinking Chocolate,Lower Manhattan,Packaged Chocolate
30.00,2,2,2,08,Fri,morning,Columbian Medium Roast,Gourmet Beans,Astoria,Coffee beans
56.00,2,2,2,08,Fri,morning,I Need My Bean! T-shirt,Clothing,Astoria,Branded
24.00,2,2,2,08,Fri,morning,I Need My Bean! Diner mug,Housewares,Astoria,Branded
12.00,1,1,1,08,Fri,morning,I Need My Bean! Diner mug,Housewares,Lower Manhattan,Branded
44.25,3,3,3,08,Fri,morning,Espresso Roast,Espresso Beans,Lower Manhattan,Coffee beans
30.00,2,2,2,09,Fri,morning,Columbian Medium Roast,Gourmet Beans,Hell's Kitchen,Coffee beans
26.66,2,2,2,09,Fri,morning,Chili Mayan,Drinking Chocolate,Astoria,Packaged Chocolate
8.95,1,1,1,09,Fri,morning,English Breakfast,Black tea,Hell's Kitchen,Loose Tea
180.00,4,4,4,09,Fri,morning,Civet Cat,Premium Beans,Hell's Kitchen,Coffee beans
59.25,3,3,3,09,Fri,morning,Jamacian Coffee River,Premium Beans,Astoria,Coffee beans
48.00,12,7,12,09,Fri,morning,Morning Sunrise Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
20.00,2,2,2,10,Fri,morning,Guatemalan Sustainably Grown,Green beans,Hell's Kitchen,Coffee beans
56.00,2,2,2,10,Fri,morning,I Need My Bean! T-shirt,Clothing,Astoria,Branded
6.40,1,1,1,10,Fri,morning,Dark chocolate,Drinking Chocolate,Lower Manhattan,Packaged Chocolate
72.00,4,4,4,10,Fri,morning,Our Old Time Diner Blend,House blend Beans,Hell's Kitchen,Coffee beans
8.95,1,1,1,10,Fri,morning,English Breakfast,Black tea,Astoria,Loose Tea
45.00,12,5,12,11,Fri,morning,Cappuccino,Barista Espresso,Lower Manhattan,Coffee
66.50,14,7,14,11,Fri,morning,Sustainably Grown Organic Lg,Hot chocolate,Astoria,Drinking Chocolate
17.90,2,2,2,12,Fri,afternoon,English Breakfast,Black tea,Hell's Kitchen,Loose Tea
12.50,5,3,5,12,Fri,afternoon,Lemon Grass Rg,Brewed herbal tea,Hell's Kitchen,Tea
22.50,1,1,1,12,Fri,afternoon,Organic Decaf Blend,Organic Beans,Lower Manhattan,Coffee beans
8.95,1,1,1,12,Fri,afternoon,Traditional Blend Chai,Chai tea,Lower Manhattan,Loose Tea
36.00,3,3,3,13,Fri,afternoon,I Need My Bean! Diner mug,Housewares,Lower Manhattan,Branded
24.00,8,6,8,13,Fri,afternoon,Ethiopia Rg,Gourmet brewed coffee,Lower Manhattan,Coffee
56.00,2,2,2,13,Fri,afternoon,I Need My Bean! T-shirt,Clothing,Lower Manhattan,Branded
13.00,4,4,4,13,Fri,afternoon,Hazelnut Biscotti,Biscotti,Lower Manhattan,Bakery
21.90,2,2,2,13,Fri,afternoon,Spicy Eye Opener Chai,Chai tea,Astoria,Loose Tea
1.60,2,2,2,13,Fri,afternoon,Hazelnut syrup,Regular syrup,Astoria,Flavours
18.00,1,1,1,14,Fri,afternoon,Brazilian - Organic,Organic Beans,Hell's Kitchen,Coffee beans
33.75,9,7,9,14,Fri,afternoon,Jamaican Coffee River Lg,Premium brewed coffee,Lower Manhattan,Coffee
12.50,5,3,5,14,Fri,afternoon,Columbian Medium Roast Rg,Gourmet brewed coffee,Hell's Kitchen,Coffee
19.75,1,1,1,14,Fri,afternoon,Jamacian Coffee River,Premium Beans,Astoria,Coffee beans
10.50,3,3,3,14,Fri,afternoon,Chocolate Chip Biscotti,Biscotti,Lower Manhattan,Bakery
7.50,2,2,2,15,Fri,afternoon,Chocolate Croissant,Pastry,Hell's Kitchen,Bakery
9.75,3,3,3,15,Fri,afternoon,Ginger Scone,Scone,Astoria,Bakery
36.00,2,2,2,15,Fri,afternoon,Our Old Time Diner Blend,House blend Beans,Astoria,Coffee beans
1.60,2,2,2,15,Fri,afternoon,Sugar Free Vanilla syrup,Sugar free syrup,Astoria,Flavours
30.00,10,7,10,15,Fri,afternoon,Peppermint Lg,Brewed herbal tea,Hell's Kitchen,Tea
14.75,1,1,1,15,Fri,afternoon,Espresso Roast,Espresso Beans,Hell's Kitchen,Coffee beans
0.80,1,1,1,15,Fri,afternoon,Hazelnut syrup,Regular syrup,Astoria,Flavours
17.90,2,2,2,15,Fri,afternoon,Traditional Blend Chai,Chai tea,Hell's Kitchen,Loose Tea
9.00,3,3,3,16,Fri,evening,Oatmeal Scone,Scone,Hell's Kitchen,Bakery
24.00,2,2,2,16,Fri,evening,I Need My Bean! Diner mug,Housewares,Lower Manhattan,Branded
1.60,2,2,2,17,Fri,evening,Hazelnut syrup,Regular syrup,Astoria,Flavours
17.90,2,2,2,17,Fri,evening,Lemon Grass,Herbal tea,Hell's Kitchen,Loose Tea
9.25,1,1,1,17,Fri,evening,Serenity Green Tea,Green tea,Lower Manhattan,Loose Tea
12.00,1,1,1,17,Fri,evening,I Need My Bean! Diner mug,Housewares,Lower Manhattan,Branded
10.00,1,1,1,17,Fri,evening,Guatemalan Sustainably Grown,Green beans,Hell's Kitchen,Coffee beans
21.00,1,1,1,17,Fri,evening,Ethiopia,Gourmet Beans,Hell's Kitchen,Coffee beans
24.80,8,5,8,17,Fri,evening,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Coffee
22.50,5,3,5,18,Fri,evening,Dark chocolate Lg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
56.00,16,8,16,18,Fri,evening,Ethiopia Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
29.50,2,2,2,18,Fri,evening,Espresso Roast,Espresso Beans,Astoria,Coffee beans
10.95,1,1,1,19,Fri,evening,Spicy Eye Opener Chai,Chai tea,Hell's Kitchen,Loose Tea
9.50,1,1,1,19,Fri,evening,Morning Sunrise Chai,Chai tea,Hell's Kitchen,Loose Tea
3.20,4,2,4,19,Fri,evening,Sugar Free Vanilla syrup,Sugar free syrup,Astoria,Flavours
6.00,2,2,2,19,Fri,evening,Oatmeal Scone,Scone,Hell's Kitchen,Bakery
4.50,1,1,1,19,Fri,evening,Scottish Cream Scone ,Scone,Hell's Kitchen,Bakery
9.00,3,2,3,20,Fri,night,English Breakfast Lg,Brewed Black tea,Hell's Kitchen,Tea
3.10,1,1,1,20,Fri,night,Spicy Eye Opener Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
13.33,1,1,1,20,Fri,night,Chili Mayan,Drinking Chocolate,Hell's Kitchen,Packaged Chocolate
9.50,1,1,1,20,Fri,night,Morning Sunrise Chai,Chai tea,Hell's Kitchen,Loose Tea
3.50,1,1,1,20,Fri,night,Croissant,Pastry,Hell's Kitchen,Bakery
11.25,3,2,3,20,Fri,night,Jamaican Coffee River Lg,Premium brewed coffee,Hell's Kitchen,Coffee
3.50,1,1,1,20,Fri,night,Chocolate Chip Biscotti,Biscotti,Hell's Kitchen,Bakery
6.00,2,1,2,20,Fri,night,Earl Grey Lg,Brewed Black tea,Hell's Kitchen,Tea
4.25,1,1,1,20,Fri,night,Cappuccino Lg,Barista Espresso,Hell's Kitchen,Coffee
14.40,6,4,6,06,Sat,morning,Ouro Brasileiro shot,Barista Espresso,Hell's Kitchen,Coffee
12.00,4,4,4,06,Sat,morning,Oatmeal Scone,Scone,Hell's Kitchen,Bakery
22.50,1,1,1,07,Sat,morning,Organic Decaf Blend,Organic Beans,Hell's Kitchen,Coffee beans
12.00,15,10,15,07,Sat,morning,Carmel syrup,Regular syrup,Astoria,Flavours
22.50,1,1,1,07,Sat,morning,Organic Decaf Blend,Organic Beans,Astoria,Coffee beans
12.00,1,1,1,07,Sat,morning,I Need My Bean! Diner mug,Housewares,Hell's Kitchen,Branded
30.00,2,2,2,07,Sat,morning,Columbian Medium Roast,Gourmet Beans,Astoria,Coffee beans
14.75,1,1,1,08,Sat,morning,Espresso Roast,Espresso Beans,Astoria,Coffee beans
13.33,1,1,1,08,Sat,morning,Chili Mayan,Drinking Chocolate,Astoria,Packaged Chocolate
9.25,1,1,1,09,Sat,morning,Serenity Green Tea,Green tea,Astoria,Loose Tea
56.00,4,4,4,09,Sat,morning,I Need My Bean! Latte cup,Housewares,Astoria,Branded
15.20,2,2,2,09,Sat,morning,Sustainably Grown Organic,Organic Chocolate,Hell's Kitchen,Packaged Chocolate
29.50,2,2,2,09,Sat,morning,Espresso Roast,Espresso Beans,Astoria,Coffee beans
48.00,4,4,4,09,Sat,morning,I Need My Bean! Diner mug,Housewares,Lower Manhattan,Branded
8.95,1,1,1,09,Sat,morning,English Breakfast,Black tea,Astoria,Loose Tea
7.60,1,1,1,10,Sat,morning,Sustainably Grown Organic,Organic Chocolate,Astoria,Packaged Chocolate
19.20,3,3,3,10,Sat,morning,Dark chocolate,Drinking Chocolate,Hell's Kitchen,Packaged Chocolate
17.90,2,2,2,10,Sat,morning,English Breakfast,Black tea,Lower Manhattan,Loose Tea
42.00,2,2,2,10,Sat,morning,Ethiopia,Gourmet Beans,Astoria,Coffee beans
15.20,2,2,2,10,Sat,morning,Sustainably Grown Organic,Organic Chocolate,Lower Manhattan,Packaged Chocolate
28.00,1,1,1,11,Sat,morning,I Need My Bean! T-shirt,Clothing,Astoria,Branded
21.00,6,6,6,12,Sat,afternoon,Chocolate Chip Biscotti,Biscotti,Lower Manhattan,Bakery
1.60,2,1,2,13,Sat,afternoon,Carmel syrup,Regular syrup,Astoria,Flavours
15.00,5,4,5,13,Sat,afternoon,Earl Grey Lg,Brewed Black tea,Lower Manhattan,Tea
8.95,1,1,1,14,Sat,afternoon,Lemon Grass,Herbal tea,Lower Manhattan,Loose Tea
6.50,2,2,2,14,Sat,afternoon,Hazelnut Biscotti,Biscotti,Hell's Kitchen,Bakery
13.33,1,1,1,14,Sat,afternoon,Chili Mayan,Drinking Chocolate,Hell's Kitchen,Packaged Chocolate
56.00,2,2,2,15,Sat,afternoon,I Need My Bean! T-shirt,Clothing,Astoria,Branded
14.00,1,1,1,15,Sat,afternoon,I Need My Bean! Latte cup,Housewares,Hell's Kitchen,Branded
1.60,2,1,2,15,Sat,afternoon,Chocolate syrup,Regular syrup,Astoria,Flavours
12.00,1,1,1,15,Sat,afternoon,I Need My Bean! Diner mug,Housewares,Lower Manhattan,Branded
21.00,7,4,7,16,Sat,evening,Lemon Grass Lg,Brewed herbal tea,Hell's Kitchen,Tea
15.00,5,4,5,16,Sat,evening,Serenity Green Tea Lg,Brewed Green tea,Astoria,Tea
14.00,1,1,1,16,Sat,evening,I Need My Bean! Latte cup,Housewares,Astoria,Branded
20.00,10,8,10,17,Sat,evening,Our Old Time Diner Blend Sm,Drip coffee,Astoria,Coffee
3.00,1,1,1,18,Sat,evening,Columbian Medium Roast Lg,Gourmet brewed coffee,Lower Manhattan,Coffee
9.75,3,3,3,18,Sat,evening,Cranberry Scone,Scone,Lower Manhattan,Bakery
18.00,1,1,1,18,Sat,evening,Brazilian - Organic,Organic Beans,Astoria,Coffee beans
2.40,3,3,3,18,Sat,evening,Chocolate syrup,Regular syrup,Astoria,Flavours
7.00,2,2,2,19,Sat,evening,Chocolate Chip Biscotti,Biscotti,Astoria,Bakery
13.00,4,4,4,06,Sun,morning,Hazelnut Biscotti,Biscotti,Lower Manhattan,Bakery
15.40,7,5,7,06,Sun,morning,Brazilian Sm,Organic brewed coffee,Hell's Kitchen,Coffee
18.75,5,5,5,06,Sun,morning,Chocolate Croissant,Pastry,Hell's Kitchen,Bakery
14.00,1,1,1,06,Sun,morning,I Need My Bean! Latte cup,Housewares,Hell's Kitchen,Branded
18.75,5,5,5,06,Sun,morning,Almond Croissant,Pastry,Hell's Kitchen,Bakery
1.60,2,2,2,06,Sun,morning,Sugar Free Vanilla syrup,Sugar free syrup,Hell's Kitchen,Flavours
7.50,2,2,2,06,Sun,morning,Jumbo Savory Scone,Scone,Hell's Kitchen,Bakery
9.50,1,1,1,07,Sun,morning,Morning Sunrise Chai,Chai tea,Hell's Kitchen,Loose Tea
18.00,1,1,1,07,Sun,morning,Our Old Time Diner Blend,House blend Beans,Hell's Kitchen,Coffee beans
8.95,1,1,1,07,Sun,morning,Lemon Grass,Herbal tea,Lower Manhattan,Loose Tea
28.00,2,2,2,07,Sun,morning,I Need My Bean! Latte cup,Housewares,Hell's Kitchen,Branded
8.95,1,1,1,07,Sun,morning,Peppermint,Herbal tea,Hell's Kitchen,Loose Tea
9.50,1,1,1,07,Sun,morning,Morning Sunrise Chai,Chai tea,Astoria,Loose Tea
28.00,2,2,2,08,Sun,morning,I Need My Bean! Latte cup,Housewares,Hell's Kitchen,Branded
45.00,1,1,1,08,Sun,morning,Civet Cat,Premium Beans,Astoria,Coffee beans
63.00,3,3,3,08,Sun,morning,Ethiopia,Gourmet Beans,Hell's Kitchen,Coffee beans
13.33,1,1,1,08,Sun,morning,Chili Mayan,Drinking Chocolate,Lower Manhattan,Packaged Chocolate
29.50,2,2,2,08,Sun,morning,Espresso Roast,Espresso Beans,Lower Manhattan,Coffee beans
3.20,4,3,4,08,Sun,morning,Hazelnut syrup,Regular syrup,Astoria,Flavours
35.80,4,4,4,09,Sun,morning,Traditional Blend Chai,Chai tea,Hell's Kitchen,Loose Tea
35.80,4,4,4,09,Sun,morning,Peppermint,Herbal tea,Hell's Kitchen,Loose Tea
30.00,2,2,2,09,Sun,morning,Columbian Medium Roast,Gourmet Beans,Lower Manhattan,Coffee beans
15.00,1,1,1,10,Sun,morning,Columbian Medium Roast,Gourmet Beans,Astoria,Coffee beans
21.00,1,1,1,11,Sun,morning,Ethiopia,Gourmet Beans,Hell's Kitchen,Coffee beans
26.66,2,2,2,11,Sun,morning,Chili Mayan,Drinking Chocolate,Hell's Kitchen,Packaged Chocolate
14.00,1,1,1,11,Sun,morning,I Need My Bean! Latte cup,Housewares,Astoria,Branded
18.00,6,4,6,11,Sun,morning,Serenity Green Tea Lg,Brewed Green tea,Hell's Kitchen,Tea
13.33,1,1,1,11,Sun,morning,Chili Mayan,Drinking Chocolate,Astoria,Packaged Chocolate
30.00,8,5,8,13,Sun,afternoon,Latte,Barista Espresso,Lower Manhattan,Coffee
5.60,7,5,7,13,Sun,afternoon,Sugar Free Vanilla syrup,Sugar free syrup,Lower Manhattan,Flavours
15.00,6,5,6,13,Sun,afternoon,Morning Sunrise Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
18.00,6,4,6,13,Sun,afternoon,Peppermint Lg,Brewed herbal tea,Astoria,Tea
7.60,1,1,1,13,Sun,afternoon,Sustainably Grown Organic,Organic Chocolate,Astoria,Packaged Chocolate
56.00,2,2,2,13,Sun,afternoon,I Need My Bean! T-shirt,Clothing,Lower Manhattan,Branded
17.60,8,4,8,14,Sun,afternoon,Ethiopia Sm,Gourmet brewed coffee,Lower Manhattan,Coffee
1.60,2,2,2,14,Sun,afternoon,Chocolate syrup,Regular syrup,Lower Manhattan,Flavours
28.00,2,2,2,14,Sun,afternoon,I Need My Bean! Latte cup,Housewares,Lower Manhattan,Branded
4.00,5,3,5,14,Sun,afternoon,Sugar Free Vanilla syrup,Sugar free syrup,Astoria,Flavours
13.00,4,4,4,14,Sun,afternoon,Cranberry Scone,Scone,Astoria,Bakery
9.50,1,1,1,15,Sun,afternoon,Morning Sunrise Chai,Chai tea,Astoria,Loose Tea
3.20,4,3,4,15,Sun,afternoon,Sugar Free Vanilla syrup,Sugar free syrup,Lower Manhattan,Flavours
12.00,1,1,1,15,Sun,afternoon,I Need My Bean! Diner mug,Housewares,Lower Manhattan,Branded
2.40,3,3,3,15,Sun,afternoon,Sugar Free Vanilla syrup,Sugar free syrup,Astoria,Flavours
28.00,8,5,8,16,Sun,evening,Ethiopia Lg,Gourmet brewed coffee,Lower Manhattan,Coffee
17.50,5,5,5,16,Sun,evening,Croissant,Pastry,Hell's Kitchen,Bakery
14.75,1,1,1,16,Sun,evening,Espresso Roast,Espresso Beans,Lower Manhattan,Coffee beans
10.00,5,4,5,18,Sun,evening,Columbian Medium Roast Sm,Gourmet brewed coffee,Lower Manhattan,Coffee
2.50,1,1,1,18,Sun,evening,Lemon Grass Rg,Brewed herbal tea,Lower Manhattan,Tea
8.95,1,1,1,18,Sun,evening,Earl Grey,Black tea,Astoria,Loose Tea
18.00,1,1,1,19,Sun,evening,Our Old Time Diner Blend,House blend Beans,Astoria,Coffee beans
33.00,11,6,11,06,Mon,morning,Serenity Green Tea Lg,Brewed Green tea,Lower Manhattan,Tea
10.00,4,4,4,06,Mon,morning,Serenity Green Tea Rg,Brewed Green tea,Lower Manhattan,Tea
32.50,13,9,13,06,Mon,morning,Earl Grey Rg,Brewed Black tea,Lower Manhattan,Tea
25.60,4,4,4,06,Mon,morning,Dark chocolate,Drinking Chocolate,Lower Manhattan,Packaged Chocolate
22.50,9,6,9,06,Mon,morning,Our Old Time Diner Blend Rg,Drip coffee,Lower Manhattan,Coffee
35.00,14,9,14,06,Mon,morning,Morning Sunrise Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
33.75,9,6,9,06,Mon,morning,Jamaican Coffee River Lg,Premium brewed coffee,Lower Manhattan,Coffee
19.50,6,6,6,06,Mon,morning,Cranberry Scone,Scone,Lower Manhattan,Bakery
16.25,5,4,5,06,Mon,morning,Ginger Scone,Scone,Hell's Kitchen,Bakery
17.50,7,5,7,06,Mon,morning,Columbian Medium Roast Rg,Gourmet brewed coffee,Hell's Kitchen,Coffee
10.00,4,3,4,06,Mon,morning,Earl Grey Rg,Brewed Black tea,Hell's Kitchen,Tea
41.40,15,7,15,06,Mon,morning,Ouro Brasileiro shot,Barista Espresso,Lower Manhattan,Coffee
33.75,9,9,9,06,Mon,morning,Almond Croissant,Pastry,Lower Manhattan,Bakery
17.50,7,4,7,06,Mon,morning,English Breakfast Rg,Brewed Black tea,Hell's Kitchen,Tea
8.00,4,3,4,06,Mon,morning,Our Old Time Diner Blend Sm,Drip coffee,Hell's Kitchen,Coffee
15.20,2,2,2,07,Mon,morning,Sustainably Grown Organic,Organic Chocolate,Hell's Kitchen,Packaged Chocolate
28.00,2,2,2,07,Mon,morning,I Need My Bean! Latte cup,Housewares,Hell's Kitchen,Branded
27.50,11,7,11,07,Mon,morning,English Breakfast Rg,Brewed Black tea,Hell's Kitchen,Tea
12.00,1,1,1,08,Mon,morning,I Need My Bean! Diner mug,Housewares,Lower Manhattan,Branded
28.00,1,1,1,09,Mon,morning,I Need My Bean! T-shirt,Clothing,Astoria,Branded
8.95,1,1,1,09,Mon,morning,Earl Grey,Black tea,Astoria,Loose Tea
12.00,1,1,1,09,Mon,morning,I Need My Bean! Diner mug,Housewares,Astoria,Branded
495.00,11,4,11,09,Mon,morning,Civet Cat,Premium Beans,Hell's Kitchen,Coffee beans
70.00,5,5,5,10,Mon,morning,I Need My Bean! Latte cup,Housewares,Astoria,Branded
29.50,2,2,2,10,Mon,morning,Espresso Roast,Espresso Beans,Astoria,Coffee beans
8.95,1,1,1,10,Mon,morning,English Breakfast,Black tea,Lower Manhattan,Loose Tea
18.00,1,1,1,10,Mon,morning,Brazilian - Organic,Organic Beans,Astoria,Coffee beans
9.50,1,1,1,11,Mon,morning,Morning Sunrise Chai,Chai tea,Hell's Kitchen,Loose Tea
0.80,1,1,1,11,Mon,morning,Chocolate syrup,Regular syrup,Astoria,Flavours
24.50,7,7,7,11,Mon,morning,Ginger Biscotti,Biscotti,Hell's Kitchen,Bakery
22.50,1,1,1,11,Mon,morning,Organic Decaf Blend,Organic Beans,Astoria,Coffee beans
42.50,10,6,10,12,Mon,afternoon,Latte Rg,Barista Espresso,Hell's Kitchen,Coffee
7.50,2,2,2,12,Mon,afternoon,Almond Croissant,Pastry,Lower Manhattan,Bakery
18.60,6,5,6,12,Mon,afternoon,Spicy Eye Opener Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
7.00,2,2,2,12,Mon,afternoon,Chocolate Chip Biscotti,Biscotti,Astoria,Bakery
14.00,1,1,1,13,Mon,afternoon,I Need My Bean! Latte cup,Housewares,Astoria,Branded
22.50,1,1,1,13,Mon,afternoon,Organic Decaf Blend,Organic Beans,Hell's Kitchen,Coffee beans
22.50,1,1,1,14,Mon,afternoon,Organic Decaf Blend,Organic Beans,Hell's Kitchen,Coffee beans
14.00,1,1,1,14,Mon,afternoon,I Need My Bean! Latte cup,Housewares,Lower Manhattan,Branded
2.40,3,2,3,16,Mon,evening,Sugar Free Vanilla syrup,Sugar free syrup,Astoria,Flavours
14.00,1,1,1,16,Mon,evening,I Need My Bean! Latte cup,Housewares,Lower Manhattan,Branded
21.00,1,1,1,17,Mon,evening,Ethiopia,Gourmet Beans,Astoria,Coffee beans
